Productcat,Date,Sales
ProdCat57,24-08-2013,-30
ProdCat57,27-08-2013,-39
ProdCat57,28-08-2013,-43
ProdCat57,29-08-2013,-39
ProdCat57,30-08-2013,-25
ProdCat57,31-08-2013,-21
ProdCat57,03-09-2013,-3
ProdCat57,04-09-2013,-25
ProdCat57,05-09-2013,-161
ProdCat57,06-09-2013,-156
ProdCat57,07-09-2013,-135
ProdCat57,10-09-2013,-88
ProdCat57,11-09-2013,-66
ProdCat57,12-09-2013,-49
ProdCat57,13-09-2013,-46
ProdCat57,14-09-2013,-23
ProdCat57,17-09-2013,18
ProdCat57,18-09-2013,-104
ProdCat57,19-09-2013,-34
ProdCat57,20-09-2013,-56
ProdCat57,21-09-2013,-31
ProdCat57,24-09-2013,-38
ProdCat57,25-09-2013,-31
ProdCat57,26-09-2013,-17
ProdCat57,27-09-2013,3
ProdCat57,28-09-2013,5
ProdCat57,01-10-2013,-4
ProdCat57,02-10-2013,-23
ProdCat57,03-10-2013,-38
ProdCat57,04-10-2013,-5
ProdCat57,05-10-2013,-21
ProdCat57,08-10-2013,-1
ProdCat57,09-10-2013,16
ProdCat57,10-10-2013,-7
ProdCat57,11-10-2013,18
ProdCat57,12-10-2013,26
ProdCat57,15-10-2013,22
ProdCat57,16-10-2013,25
ProdCat57,17-10-2013,25
ProdCat57,18-10-2013,-7
ProdCat57,19-10-2013,-1
ProdCat57,22-10-2013,5
ProdCat57,23-10-2013,21
ProdCat57,24-10-2013,34
ProdCat57,25-10-2013,13
ProdCat57,26-10-2013,-12
ProdCat57,29-10-2013,-13
ProdCat57,30-10-2013,-8
ProdCat57,31-10-2013,-29
ProdCat57,01-11-2013,-42
ProdCat57,02-11-2013,-55
ProdCat57,05-11-2013,-36
ProdCat57,06-11-2013,-20
ProdCat57,07-11-2013,-30
ProdCat57,08-11-2013,-8
ProdCat57,09-11-2013,-20
ProdCat57,12-11-2013,-25
ProdCat57,13-11-2013,-3
ProdCat57,14-11-2013,-13
ProdCat57,15-11-2013,-5
ProdCat57,16-11-2013,-3
ProdCat57,19-11-2013,-26
ProdCat57,20-11-2013,3
ProdCat57,21-11-2013,-79
ProdCat57,23-11-2013,-66
ProdCat57,26-11-2013,-68
ProdCat57,27-11-2013,-18
ProdCat57,28-11-2013,-13
ProdCat57,29-11-2013,-21
ProdCat57,30-11-2013,-53
ProdCat57,03-12-2013,-36
ProdCat57,04-12-2013,13
ProdCat57,05-12-2013,-7
ProdCat57,06-12-2013,-64
ProdCat57,07-12-2013,-38
ProdCat57,10-12-2013,-47
ProdCat57,12-12-2013,-56
ProdCat57,13-12-2013,-39
ProdCat57,14-12-2013,-125
ProdCat57,17-12-2013,-59
ProdCat57,18-12-2013,-30
ProdCat57,19-12-2013,-65
ProdCat57,20-12-2013,-65
ProdCat57,21-12-2013,-18
ProdCat57,24-12-2013,78
ProdCat57,25-12-2013,-7
ProdCat57,26-12-2013,20
ProdCat57,27-12-2013,5
ProdCat57,28-12-2013,5
ProdCat57,31-12-2013,33
ProdCat57,02-01-2014,-9
ProdCat57,03-01-2014,1
ProdCat57,04-01-2014,20
ProdCat57,07-01-2014,4
ProdCat57,08-01-2014,-85
ProdCat57,09-01-2014,-88
ProdCat57,10-01-2014,-86
ProdCat57,11-01-2014,-53
ProdCat57,14-01-2014,-20
ProdCat57,15-01-2014,-12
ProdCat57,16-01-2014,10
ProdCat57,17-01-2014,12
ProdCat57,18-01-2014,-35
ProdCat57,21-01-2014,-73
ProdCat57,22-01-2014,-47
ProdCat57,23-01-2014,-21
ProdCat57,24-01-2014,10
ProdCat57,25-01-2014,-34
ProdCat57,28-01-2014,8
ProdCat57,29-01-2014,-23
ProdCat57,30-01-2014,-59
ProdCat57,31-01-2014,-26
ProdCat58,13-06-2013,1
ProdCat58,14-06-2013,0
ProdCat58,15-06-2013,0
ProdCat58,18-06-2013,-4
ProdCat58,19-06-2013,-3
ProdCat58,20-06-2013,-4
ProdCat58,21-06-2013,-3
ProdCat58,22-06-2013,-1
ProdCat58,25-06-2013,3
ProdCat58,26-06-2013,1
ProdCat58,27-06-2013,-5
ProdCat58,28-06-2013,5
ProdCat58,29-06-2013,-4
ProdCat58,02-07-2013,-4
ProdCat58,03-07-2013,1
ProdCat58,04-07-2013,4
ProdCat58,05-07-2013,1
ProdCat58,06-07-2013,4
ProdCat58,09-07-2013,-1
ProdCat58,10-07-2013,-1
ProdCat58,11-07-2013,-4
ProdCat58,12-07-2013,-3
ProdCat58,13-07-2013,-4
ProdCat58,16-07-2013,-1
ProdCat58,17-07-2013,3
ProdCat58,18-07-2013,3
ProdCat58,19-07-2013,1
ProdCat58,20-07-2013,3
ProdCat58,23-07-2013,5
ProdCat58,24-07-2013,5
ProdCat58,25-07-2013,1
ProdCat58,26-07-2013,4
ProdCat58,27-07-2013,-3
ProdCat58,30-07-2013,-1
ProdCat58,31-07-2013,-3
ProdCat58,01-08-2013,-3
ProdCat58,02-08-2013,1
ProdCat58,03-08-2013,0
ProdCat58,06-08-2013,1
ProdCat58,07-08-2013,0
ProdCat58,08-08-2013,-3
ProdCat58,09-08-2013,-1
ProdCat58,10-08-2013,0
ProdCat58,13-08-2013,0
ProdCat58,14-08-2013,-4
ProdCat58,15-08-2013,-1
ProdCat58,16-08-2013,1
ProdCat58,17-08-2013,1
ProdCat58,20-08-2013,3
ProdCat58,21-08-2013,3
ProdCat58,22-08-2013,1
ProdCat58,23-08-2013,0
ProdCat58,24-08-2013,1
ProdCat58,27-08-2013,0
ProdCat58,28-08-2013,0
ProdCat58,29-08-2013,0
ProdCat58,30-08-2013,-1
ProdCat58,31-08-2013,-3
ProdCat58,03-09-2013,-5
ProdCat58,04-09-2013,-4
ProdCat58,05-09-2013,-9
ProdCat58,06-09-2013,-5
ProdCat58,07-09-2013,-5
ProdCat58,10-09-2013,-5
ProdCat58,11-09-2013,-5
ProdCat58,12-09-2013,-4
ProdCat58,13-09-2013,-5
ProdCat58,14-09-2013,-5
ProdCat58,17-09-2013,-4
ProdCat58,18-09-2013,-1
ProdCat58,19-09-2013,-1
ProdCat58,20-09-2013,-1
ProdCat58,21-09-2013,-1
ProdCat58,24-09-2013,-5
ProdCat58,25-09-2013,-1
ProdCat58,26-09-2013,0
ProdCat58,27-09-2013,0
ProdCat58,28-09-2013,1
ProdCat58,01-10-2013,1
ProdCat58,02-10-2013,3
ProdCat58,03-10-2013,3
ProdCat58,04-10-2013,3
ProdCat58,05-10-2013,1
ProdCat58,08-10-2013,-1
ProdCat58,09-10-2013,0
ProdCat58,10-10-2013,0
ProdCat58,11-10-2013,-3
ProdCat58,12-10-2013,-3
ProdCat58,15-10-2013,3
ProdCat58,16-10-2013,3
ProdCat58,17-10-2013,4
ProdCat58,18-10-2013,5
ProdCat58,19-10-2013,4
ProdCat58,22-10-2013,4
ProdCat58,23-10-2013,4
ProdCat58,24-10-2013,3
ProdCat58,25-10-2013,-1
ProdCat58,26-10-2013,3
ProdCat58,29-10-2013,3
ProdCat58,30-10-2013,0
ProdCat58,31-10-2013,0
ProdCat58,01-11-2013,-1
ProdCat58,02-11-2013,5
ProdCat58,05-11-2013,1
ProdCat58,06-11-2013,1
ProdCat58,07-11-2013,0
ProdCat58,08-11-2013,0
ProdCat58,09-11-2013,0
ProdCat58,12-11-2013,1
ProdCat58,13-11-2013,1
ProdCat58,14-11-2013,0
ProdCat58,15-11-2013,3
ProdCat58,16-11-2013,7
ProdCat58,19-11-2013,5
ProdCat58,20-11-2013,4
ProdCat58,21-11-2013,5
ProdCat58,23-11-2013,1
ProdCat58,26-11-2013,1
ProdCat58,27-11-2013,3
ProdCat58,28-11-2013,1
ProdCat58,29-11-2013,3
ProdCat58,30-11-2013,1
ProdCat58,03-12-2013,3
ProdCat58,04-12-2013,4
ProdCat58,05-12-2013,8
ProdCat58,06-12-2013,9
ProdCat58,07-12-2013,9
ProdCat58,10-12-2013,10
ProdCat58,12-12-2013,4
ProdCat58,13-12-2013,4
ProdCat58,14-12-2013,8
ProdCat58,17-12-2013,7
ProdCat58,18-12-2013,8
ProdCat58,19-12-2013,8
ProdCat58,20-12-2013,3
ProdCat58,21-12-2013,4
ProdCat58,24-12-2013,-1
ProdCat58,25-12-2013,-4
ProdCat58,26-12-2013,1
ProdCat58,27-12-2013,4
ProdCat58,28-12-2013,4
ProdCat58,31-12-2013,5
ProdCat58,02-01-2014,0
ProdCat58,03-01-2014,1
ProdCat58,04-01-2014,8
ProdCat58,07-01-2014,7
ProdCat58,08-01-2014,4
ProdCat58,09-01-2014,7
ProdCat58,10-01-2014,1
ProdCat58,11-01-2014,1
ProdCat58,14-01-2014,3
ProdCat58,15-01-2014,1
ProdCat58,16-01-2014,0
ProdCat58,17-01-2014,0
ProdCat58,18-01-2014,-1
ProdCat58,21-01-2014,-3
ProdCat58,22-01-2014,0
ProdCat58,23-01-2014,-1
ProdCat58,24-01-2014,-1
ProdCat58,25-01-2014,-1
ProdCat58,28-01-2014,0
ProdCat58,29-01-2014,-5
ProdCat58,30-01-2014,-1
ProdCat58,31-01-2014,0
ProdCat59,13-06-2013,-88
ProdCat59,14-06-2013,-64
ProdCat59,15-06-2013,-73
ProdCat59,18-06-2013,-66
ProdCat59,19-06-2013,-52
ProdCat59,20-06-2013,-48
ProdCat59,21-06-2013,-56
ProdCat59,22-06-2013,-169
ProdCat59,25-06-2013,-137
ProdCat59,26-06-2013,-129
ProdCat59,27-06-2013,-120
ProdCat59,28-06-2013,-86
ProdCat59,29-06-2013,-29
ProdCat59,02-07-2013,-42
ProdCat59,03-07-2013,-39
ProdCat59,04-07-2013,-36
ProdCat59,05-07-2013,-57
ProdCat59,06-07-2013,-38
ProdCat59,09-07-2013,-42
ProdCat59,10-07-2013,-27
ProdCat59,11-07-2013,-59
ProdCat59,12-07-2013,-42
ProdCat59,13-07-2013,-48
ProdCat59,16-07-2013,-33
ProdCat59,17-07-2013,-48
ProdCat59,18-07-2013,-5
ProdCat59,19-07-2013,-13
ProdCat59,20-07-2013,-18
ProdCat59,23-07-2013,-48
ProdCat59,24-07-2013,-56
ProdCat59,25-07-2013,-44
ProdCat59,26-07-2013,-29
ProdCat59,27-07-2013,-16
ProdCat59,30-07-2013,-25
ProdCat59,31-07-2013,-29
ProdCat59,01-08-2013,-66
ProdCat59,02-08-2013,-33
ProdCat59,03-08-2013,-25
ProdCat59,06-08-2013,-49
ProdCat59,07-08-2013,-72
ProdCat59,08-08-2013,-70
ProdCat59,09-08-2013,-52
ProdCat59,10-08-2013,-61
ProdCat59,13-08-2013,-33
ProdCat59,14-08-2013,-36
ProdCat59,15-08-2013,-31
ProdCat59,16-08-2013,-13
ProdCat59,17-08-2013,-33
ProdCat59,20-08-2013,-47
ProdCat59,21-08-2013,-43
ProdCat59,22-08-2013,-56
ProdCat59,23-08-2013,-68
ProdCat59,24-08-2013,-61
ProdCat59,27-08-2013,-62
ProdCat59,28-08-2013,-73
ProdCat59,29-08-2013,-56
ProdCat59,30-08-2013,-52
ProdCat59,31-08-2013,-38
ProdCat59,03-09-2013,-61
ProdCat59,04-09-2013,-40
ProdCat59,05-09-2013,-204
ProdCat59,06-09-2013,-177
ProdCat59,07-09-2013,-64
ProdCat59,10-09-2013,-213
ProdCat59,11-09-2013,-27
ProdCat59,12-09-2013,-103
ProdCat59,13-09-2013,-109
ProdCat59,14-09-2013,-64
ProdCat59,17-09-2013,-212
ProdCat59,18-09-2013,-35
ProdCat59,19-09-2013,-138
ProdCat59,20-09-2013,-130
ProdCat59,21-09-2013,-124
ProdCat59,24-09-2013,-144
ProdCat59,25-09-2013,-112
ProdCat59,26-09-2013,-181
ProdCat59,27-09-2013,-153
ProdCat59,28-09-2013,-23
ProdCat59,01-10-2013,-313
ProdCat59,02-10-2013,-337
ProdCat59,03-10-2013,-134
ProdCat59,04-10-2013,-120
ProdCat59,05-10-2013,-252
ProdCat59,08-10-2013,-244
ProdCat59,09-10-2013,-287
ProdCat59,10-10-2013,-218
ProdCat59,11-10-2013,-254
ProdCat59,12-10-2013,-183
ProdCat59,15-10-2013,-172
ProdCat59,16-10-2013,-176
ProdCat59,17-10-2013,-160
ProdCat59,18-10-2013,-179
ProdCat59,19-10-2013,-140
ProdCat59,22-10-2013,-117
ProdCat59,23-10-2013,-198
ProdCat59,24-10-2013,-137
ProdCat59,25-10-2013,-126
ProdCat59,26-10-2013,-94
ProdCat59,29-10-2013,-139
ProdCat59,30-10-2013,-212
ProdCat59,31-10-2013,-156
ProdCat59,01-11-2013,-169
ProdCat59,02-11-2013,-143
ProdCat59,05-11-2013,-151
ProdCat59,06-11-2013,-127
ProdCat59,07-11-2013,-142
ProdCat59,08-11-2013,-163
ProdCat59,09-11-2013,-153
ProdCat59,12-11-2013,-131
ProdCat59,13-11-2013,-328
ProdCat59,14-11-2013,-321
ProdCat59,15-11-2013,-257
ProdCat59,16-11-2013,-402
ProdCat59,19-11-2013,-523
ProdCat59,20-11-2013,-504
ProdCat59,21-11-2013,-335
ProdCat59,23-11-2013,-373
ProdCat59,26-11-2013,-393
ProdCat59,27-11-2013,-332
ProdCat59,28-11-2013,-247
ProdCat59,29-11-2013,-347
ProdCat59,30-11-2013,-237
ProdCat59,03-12-2013,-169
ProdCat59,04-12-2013,-312
ProdCat59,05-12-2013,-381
ProdCat59,06-12-2013,-394
ProdCat59,07-12-2013,-438
ProdCat59,10-12-2013,-238
ProdCat59,12-12-2013,-203
ProdCat59,13-12-2013,-244
ProdCat59,14-12-2013,-285
ProdCat59,17-12-2013,-181
ProdCat59,18-12-2013,-205
ProdCat59,19-12-2013,-169
ProdCat59,20-12-2013,-191
ProdCat59,21-12-2013,-222
ProdCat59,24-12-2013,-199
ProdCat59,25-12-2013,-195
ProdCat59,26-12-2013,-239
ProdCat59,27-12-2013,-477
ProdCat59,28-12-2013,-270
ProdCat59,31-12-2013,-202
ProdCat59,02-01-2014,-196
ProdCat59,03-01-2014,-463
ProdCat59,04-01-2014,-213
ProdCat59,07-01-2014,-254
ProdCat59,08-01-2014,-239
ProdCat59,09-01-2014,-339
ProdCat59,10-01-2014,-257
ProdCat59,11-01-2014,-276
ProdCat59,14-01-2014,-833
ProdCat59,15-01-2014,-748
ProdCat59,16-01-2014,-412
ProdCat59,17-01-2014,-300
ProdCat59,18-01-2014,-204
ProdCat59,21-01-2014,-211
ProdCat59,22-01-2014,-291
ProdCat59,23-01-2014,-317
ProdCat59,24-01-2014,-337
ProdCat59,25-01-2014,-416
ProdCat59,28-01-2014,-541
ProdCat59,29-01-2014,-250
ProdCat59,30-01-2014,-221
ProdCat59,31-01-2014,-181
ProdCat60,13-06-2013,-7
ProdCat60,14-06-2013,-7
ProdCat60,15-06-2013,-7
ProdCat60,18-06-2013,-4
ProdCat60,19-06-2013,-5
ProdCat60,20-06-2013,-5
ProdCat60,21-06-2013,-5
ProdCat60,22-06-2013,-8
ProdCat60,25-06-2013,-12
ProdCat60,26-06-2013,-12
ProdCat60,27-06-2013,-12
ProdCat60,28-06-2013,-14
ProdCat60,29-06-2013,-16
ProdCat60,02-07-2013,-17
ProdCat60,03-07-2013,-16
ProdCat60,04-07-2013,-16
ProdCat60,05-07-2013,-16
ProdCat60,06-07-2013,-16
ProdCat60,09-07-2013,-18
ProdCat60,10-07-2013,-17
ProdCat60,11-07-2013,-16
ProdCat60,12-07-2013,-16
ProdCat60,13-07-2013,-17
ProdCat60,16-07-2013,-16
ProdCat60,17-07-2013,-14
ProdCat60,18-07-2013,-14
ProdCat60,19-07-2013,-16
ProdCat60,20-07-2013,-16
ProdCat60,23-07-2013,-14
ProdCat60,24-07-2013,-8
ProdCat60,25-07-2013,-1
ProdCat60,26-07-2013,3
ProdCat60,27-07-2013,3
ProdCat60,30-07-2013,1
ProdCat60,31-07-2013,1
ProdCat60,01-08-2013,1
ProdCat60,02-08-2013,1
ProdCat60,03-08-2013,0
ProdCat60,06-08-2013,0
ProdCat60,07-08-2013,-1
ProdCat60,08-08-2013,0
ProdCat60,09-08-2013,0
ProdCat60,10-08-2013,1
ProdCat60,13-08-2013,0
ProdCat60,14-08-2013,0
ProdCat60,15-08-2013,0
ProdCat60,16-08-2013,1
ProdCat60,17-08-2013,0
ProdCat60,20-08-2013,0
ProdCat60,21-08-2013,0
ProdCat60,22-08-2013,0
ProdCat60,23-08-2013,0
ProdCat60,24-08-2013,-1
ProdCat60,27-08-2013,0
ProdCat60,28-08-2013,-3
ProdCat60,29-08-2013,-3
ProdCat60,30-08-2013,-3
ProdCat60,31-08-2013,-3
ProdCat60,03-09-2013,-1
ProdCat60,04-09-2013,-3
ProdCat60,05-09-2013,-3
ProdCat60,06-09-2013,-3
ProdCat60,07-09-2013,-4
ProdCat60,10-09-2013,-3
ProdCat60,11-09-2013,-3
ProdCat60,12-09-2013,-3
ProdCat60,13-09-2013,-3
ProdCat60,14-09-2013,-3
ProdCat60,17-09-2013,-3
ProdCat60,18-09-2013,-1
ProdCat60,19-09-2013,0
ProdCat60,20-09-2013,-1
ProdCat60,21-09-2013,0
ProdCat60,24-09-2013,-1
ProdCat60,25-09-2013,-1
ProdCat60,26-09-2013,-1
ProdCat60,27-09-2013,-3
ProdCat60,28-09-2013,-4
ProdCat60,01-10-2013,-4
ProdCat60,02-10-2013,-4
ProdCat60,03-10-2013,-1
ProdCat60,04-10-2013,-1
ProdCat60,05-10-2013,0
ProdCat60,08-10-2013,0
ProdCat60,09-10-2013,0
ProdCat60,10-10-2013,0
ProdCat60,11-10-2013,0
ProdCat60,12-10-2013,1
ProdCat60,15-10-2013,1
ProdCat60,16-10-2013,1
ProdCat60,17-10-2013,0
ProdCat60,18-10-2013,0
ProdCat60,19-10-2013,0
ProdCat60,22-10-2013,0
ProdCat60,23-10-2013,0
ProdCat60,24-10-2013,1
ProdCat60,25-10-2013,0
ProdCat60,26-10-2013,3
ProdCat60,29-10-2013,3
ProdCat60,30-10-2013,3
ProdCat60,31-10-2013,3
ProdCat60,01-11-2013,3
ProdCat60,02-11-2013,3
ProdCat60,05-11-2013,3
ProdCat60,06-11-2013,4
ProdCat60,07-11-2013,4
ProdCat60,08-11-2013,3
ProdCat60,09-11-2013,3
ProdCat60,12-11-2013,3
ProdCat60,13-11-2013,3
ProdCat60,14-11-2013,4
ProdCat60,15-11-2013,5
ProdCat60,16-11-2013,4
ProdCat60,19-11-2013,4
ProdCat60,20-11-2013,4
ProdCat60,21-11-2013,4
ProdCat60,23-11-2013,3
ProdCat60,26-11-2013,3
ProdCat60,27-11-2013,3
ProdCat60,28-11-2013,4
ProdCat60,29-11-2013,3
ProdCat60,30-11-2013,3
ProdCat60,03-12-2013,5
ProdCat60,04-12-2013,3
ProdCat60,05-12-2013,3
ProdCat60,06-12-2013,3
ProdCat60,07-12-2013,4
ProdCat60,10-12-2013,7
ProdCat60,12-12-2013,7
ProdCat60,13-12-2013,7
ProdCat60,14-12-2013,8
ProdCat60,17-12-2013,7
ProdCat60,18-12-2013,5
ProdCat60,19-12-2013,4
ProdCat60,20-12-2013,3
ProdCat60,21-12-2013,3
ProdCat60,24-12-2013,3
ProdCat60,25-12-2013,1
ProdCat60,26-12-2013,4
ProdCat60,27-12-2013,4
ProdCat60,28-12-2013,4
ProdCat60,31-12-2013,3
ProdCat60,02-01-2014,3
ProdCat60,03-01-2014,3
ProdCat60,04-01-2014,1
ProdCat60,07-01-2014,0
ProdCat60,08-01-2014,1
ProdCat60,09-01-2014,4
ProdCat60,10-01-2014,7
ProdCat60,11-01-2014,5
ProdCat60,14-01-2014,3
ProdCat60,15-01-2014,1
ProdCat60,16-01-2014,0
ProdCat60,17-01-2014,1
ProdCat60,18-01-2014,3
ProdCat60,21-01-2014,3
ProdCat60,22-01-2014,3
ProdCat60,23-01-2014,1
ProdCat60,24-01-2014,3
ProdCat60,25-01-2014,3
ProdCat60,28-01-2014,5
ProdCat60,29-01-2014,3
ProdCat60,30-01-2014,-3
ProdCat60,31-01-2014,-7
ProdCat61,13-06-2013,-724
ProdCat61,14-06-2013,-424
ProdCat61,15-06-2013,-300
ProdCat61,18-06-2013,-529
ProdCat61,19-06-2013,-780
ProdCat61,20-06-2013,-1435
ProdCat61,21-06-2013,-867
ProdCat61,22-06-2013,-650
ProdCat61,25-06-2013,-680
ProdCat61,26-06-2013,-455
ProdCat61,27-06-2013,-638
ProdCat61,28-06-2013,-666
ProdCat61,29-06-2013,2625
ProdCat61,02-07-2013,6851
ProdCat61,03-07-2013,7406
ProdCat61,04-07-2013,10014
ProdCat61,05-07-2013,6949
ProdCat61,06-07-2013,6984
ProdCat61,09-07-2013,7254
ProdCat61,10-07-2013,7206
ProdCat61,11-07-2013,7391
ProdCat61,12-07-2013,7131
ProdCat61,13-07-2013,7232
ProdCat61,16-07-2013,7112
ProdCat61,17-07-2013,7185
ProdCat61,18-07-2013,7176
ProdCat61,19-07-2013,7474
ProdCat61,20-07-2013,7266
ProdCat61,23-07-2013,-221
ProdCat61,24-07-2013,-456
ProdCat61,25-07-2013,-442
ProdCat61,26-07-2013,-521
ProdCat61,27-07-2013,-581
ProdCat61,30-07-2013,-761
ProdCat61,31-07-2013,-683
ProdCat61,01-08-2013,-525
ProdCat61,02-08-2013,-750
ProdCat61,03-08-2013,-728
ProdCat61,06-08-2013,-1158
ProdCat61,07-08-2013,-741
ProdCat61,08-08-2013,-715
ProdCat61,09-08-2013,-824
ProdCat61,10-08-2013,-949
ProdCat61,13-08-2013,-580
ProdCat61,14-08-2013,-681
ProdCat61,15-08-2013,-785
ProdCat61,16-08-2013,-697
ProdCat61,17-08-2013,-693
ProdCat61,20-08-2013,-629
ProdCat61,21-08-2013,-620
ProdCat61,22-08-2013,-611
ProdCat61,23-08-2013,-546
ProdCat61,24-08-2013,-658
ProdCat61,27-08-2013,-558
ProdCat61,28-08-2013,-840
ProdCat61,29-08-2013,-484
ProdCat61,30-08-2013,-590
ProdCat61,31-08-2013,-541
ProdCat61,03-09-2013,-589
ProdCat61,04-09-2013,-564
ProdCat61,05-09-2013,-937
ProdCat61,06-09-2013,-1225
ProdCat61,07-09-2013,-696
ProdCat61,10-09-2013,-598
ProdCat61,11-09-2013,-676
ProdCat61,12-09-2013,-333
ProdCat61,13-09-2013,-510
ProdCat61,14-09-2013,-486
ProdCat61,17-09-2013,-402
ProdCat61,18-09-2013,-316
ProdCat61,19-09-2013,-217
ProdCat61,20-09-2013,-333
ProdCat61,21-09-2013,-650
ProdCat61,24-09-2013,-438
ProdCat61,25-09-2013,-763
ProdCat61,26-09-2013,-855
ProdCat61,27-09-2013,-1078
ProdCat61,28-09-2013,-1200
ProdCat61,01-10-2013,-707
ProdCat61,02-10-2013,-893
ProdCat61,03-10-2013,-961
ProdCat61,04-10-2013,-878
ProdCat61,05-10-2013,-718
ProdCat61,08-10-2013,-859
ProdCat61,09-10-2013,-935
ProdCat61,10-10-2013,-738
ProdCat61,11-10-2013,-741
ProdCat61,12-10-2013,-933
ProdCat61,15-10-2013,-772
ProdCat61,16-10-2013,-781
ProdCat61,17-10-2013,-623
ProdCat61,18-10-2013,-598
ProdCat61,19-10-2013,-750
ProdCat61,22-10-2013,-641
ProdCat61,23-10-2013,-728
ProdCat61,24-10-2013,-620
ProdCat61,25-10-2013,-815
ProdCat61,26-10-2013,-564
ProdCat61,29-10-2013,-690
ProdCat61,30-10-2013,-657
ProdCat61,31-10-2013,-731
ProdCat61,01-11-2013,-644
ProdCat61,02-11-2013,-811
ProdCat61,05-11-2013,-662
ProdCat61,06-11-2013,-740
ProdCat61,07-11-2013,-662
ProdCat61,08-11-2013,-728
ProdCat61,09-11-2013,-849
ProdCat61,12-11-2013,-699
ProdCat61,13-11-2013,-745
ProdCat61,14-11-2013,-603
ProdCat61,15-11-2013,-684
ProdCat61,16-11-2013,-606
ProdCat61,19-11-2013,-615
ProdCat61,20-11-2013,-835
ProdCat61,21-11-2013,-816
ProdCat61,23-11-2013,-803
ProdCat61,26-11-2013,-776
ProdCat61,27-11-2013,-828
ProdCat61,28-11-2013,-705
ProdCat61,29-11-2013,-737
ProdCat61,30-11-2013,-842
ProdCat61,03-12-2013,-863
ProdCat61,04-12-2013,-1875
ProdCat61,05-12-2013,-967
ProdCat61,06-12-2013,-446
ProdCat61,07-12-2013,-385
ProdCat61,10-12-2013,-498
ProdCat61,12-12-2013,-659
ProdCat61,13-12-2013,-784
ProdCat61,14-12-2013,-761
ProdCat61,17-12-2013,-605
ProdCat61,18-12-2013,-376
ProdCat61,19-12-2013,-278
ProdCat61,20-12-2013,-387
ProdCat61,21-12-2013,-315
ProdCat61,24-12-2013,-293
ProdCat61,25-12-2013,-426
ProdCat61,26-12-2013,-494
ProdCat61,27-12-2013,-558
ProdCat61,28-12-2013,-581
ProdCat61,31-12-2013,-408
ProdCat61,02-01-2014,-282
ProdCat61,03-01-2014,-346
ProdCat61,04-01-2014,-62
ProdCat61,07-01-2014,-740
ProdCat61,08-01-2014,-712
ProdCat61,09-01-2014,-798
ProdCat61,10-01-2014,-758
ProdCat61,11-01-2014,-907
ProdCat61,14-01-2014,-768
ProdCat61,15-01-2014,-670
ProdCat61,16-01-2014,-761
ProdCat61,17-01-2014,-811
ProdCat61,18-01-2014,-631
ProdCat61,21-01-2014,-809
ProdCat61,22-01-2014,-1279
ProdCat61,23-01-2014,-914
ProdCat61,24-01-2014,-846
ProdCat61,25-01-2014,-919
ProdCat61,28-01-2014,-1282
ProdCat61,29-01-2014,-527
ProdCat61,30-01-2014,-484
ProdCat61,31-01-2014,-679
ProdCat62,13-06-2013,-7
ProdCat62,14-06-2013,-8
ProdCat62,15-06-2013,0
ProdCat62,18-06-2013,-7
ProdCat62,19-06-2013,-1
ProdCat62,20-06-2013,-1
ProdCat62,21-06-2013,0
ProdCat62,22-06-2013,0
ProdCat62,25-06-2013,-5
ProdCat62,26-06-2013,-7
ProdCat62,27-06-2013,-8
ProdCat62,28-06-2013,-10
ProdCat62,29-06-2013,-13
ProdCat62,02-07-2013,-8
ProdCat62,03-07-2013,10
ProdCat62,04-07-2013,5
ProdCat62,05-07-2013,7
ProdCat62,06-07-2013,18
ProdCat62,09-07-2013,23
ProdCat62,10-07-2013,-5
ProdCat62,11-07-2013,-4
ProdCat62,12-07-2013,-5
ProdCat62,13-07-2013,18
ProdCat62,16-07-2013,13
ProdCat62,17-07-2013,-14
ProdCat62,18-07-2013,-17
ProdCat62,19-07-2013,-16
ProdCat62,20-07-2013,-7
ProdCat62,23-07-2013,-4
ProdCat62,24-07-2013,-12
ProdCat62,25-07-2013,-16
ProdCat62,26-07-2013,-14
ProdCat62,27-07-2013,-14
ProdCat62,30-07-2013,-8
ProdCat62,31-07-2013,-5
ProdCat62,01-08-2013,-7
ProdCat62,02-08-2013,-12
ProdCat62,03-08-2013,-10
ProdCat62,06-08-2013,-7
ProdCat62,07-08-2013,-8
ProdCat62,08-08-2013,-9
ProdCat62,09-08-2013,-7
ProdCat62,10-08-2013,-14
ProdCat62,13-08-2013,-9
ProdCat62,14-08-2013,-4
ProdCat62,15-08-2013,-4
ProdCat62,16-08-2013,-7
ProdCat62,17-08-2013,-5
ProdCat62,20-08-2013,-8
ProdCat62,21-08-2013,-9
ProdCat62,22-08-2013,-10
ProdCat62,23-08-2013,-8
ProdCat62,24-08-2013,-7
ProdCat62,27-08-2013,-4
ProdCat62,28-08-2013,3
ProdCat62,29-08-2013,-4
ProdCat62,30-08-2013,-4
ProdCat62,31-08-2013,-3
ProdCat62,03-09-2013,-1
ProdCat62,04-09-2013,-1
ProdCat62,05-09-2013,0
ProdCat62,06-09-2013,-3
ProdCat62,07-09-2013,1
ProdCat62,10-09-2013,3
ProdCat62,11-09-2013,-1
ProdCat62,12-09-2013,1
ProdCat62,13-09-2013,-3
ProdCat62,14-09-2013,-4
ProdCat62,17-09-2013,-4
